user_id,timestamp
u00000487,2016-05-01 01:28:22
u00006479,2016-05-01 01:28:28
u00001699,2016-05-01 01:29:08
u00004249,2016-05-01 01:30:23
u00003381,2016-05-01 01:31:02
u00001522,2016-05-01 01:31:19
u00007631,2016-05-01 01:31:23
u00006068,2016-05-01 01:31:38
u00005562,2016-05-01 01:31:43
u00007425,2016-05-01 01:33:30
u00005493,2016-05-01 01:33:45
u00007359,2016-05-01 01:33:48
u00000369,2016-05-01 01:35:35
u00005428,2016-05-01 01:36:27
u00006024,2016-05-01 01:37:20
u00000544,2016-05-01 01:37:25
u00002191,2016-05-01 01:38:20
u00003460,2016-05-01 01:38:39
u00003926,2016-05-01 01:38:50
u00000640,2016-05-01 01:39:42
u00001118,2016-05-01 01:40:03
u00002643,2016-05-01 01:40:49
u00005062,2016-05-01 01:41:53
u00006996,2016-05-01 01:42:02
u00005322,2016-05-01 01:42:06
u00006628,2016-05-01 01:42:39
u00007728,2016-05-01 01:42:57
u00000240,2016-05-01 01:42:58
u00001637,2016-05-01 01:43:20
u00005158,2016-05-01 01:45:33
u00003110,2016-05-01 01:46:14
u00002834,2016-05-01 01:47:17
u00002813,2016-05-01 01:48:17
u00003577,2016-05-01 01:48:30
u00000789,2016-05-01 01:49:04
u00003195,2016-05-01 01:49:11
u00002523,2016-05-01 01:49:43
u00004820,2016-05-01 01:50:34
u00006690,2016-05-01 01:50:43
u00003308,2016-05-01 01:50:46
u00002897,2016-05-01 01:52:05
u00001159,2016-05-01 01:52:15
u00001378,2016-05-01 01:52:25
u00000298,2016-05-01 01:52:37
u00000937,2016-05-01 01:53:13
u00003603,2016-05-01 01:55:36
u00001443,2016-05-01 01:56:12
u00007869,2016-05-01 01:58:05
u00002123,2016-05-01 02:00:58
u00003655,2016-05-01 02:01:14
u00005671,2016-05-01 02:01:45
u00002800,2016-05-01 02:03:27
u00007780,2016-05-01 02:04:01
u00003378,2016-05-01 02:05:17
u00004914,2016-05-01 02:05:38
u00007772,2016-05-01 02:07:13
u00000392,2016-05-01 02:07:49
u00000104,2016-05-01 02:07:54
u00004646,2016-05-01 02:08:13
u00005241,2016-05-01 02:08:47
u00002520,2016-05-01 02:09:06
u00000168,2016-05-01 02:10:58
u00005214,2016-05-01 02:11:22
u00004089,2016-05-01 02:11:31
u00006733,2016-05-01 02:11:59
u00006899,2016-05-01 02:12:12
u00003690,2016-05-01 02:13:28
u00004035,2016-05-01 02:14:22
u00005753,2016-05-01 02:14:29
u00003005,2016-05-01 02:15:02
u00007222,2016-05-01 02:15:08
u00007868,2016-05-01 02:18:16
u00005300,2016-05-01 02:19:47
u00005591,2016-05-01 02:19:57
u00006456,2016-05-01 02:20:57
u00007610,2016-05-01 02:21:22
u00007542,2016-05-01 02:22:36
u00006037,2016-05-01 02:22:56
u00007703,2016-05-01 02:23:42
u00005094,2016-05-01 02:23:49
u00006488,2016-05-01 02:25:02
u00002313,2016-05-01 02:25:40
u00002203,2016-05-01 02:27:15
u00003961,2016-05-01 02:28:28
u00005183,2016-05-01 02:30:50
u00000687,2016-05-01 02:31:51
u00004231,2016-05-01 02:32:05
u00000202,2016-05-01 02:32:27
u00006683,2016-05-01 02:32:37
u00003576,2016-05-01 02:32:59
u00002219,2016-05-01 02:33:38
u00006721,2016-05-01 02:33:58
u00005301,2016-05-01 02:34:06
u00007246,2016-05-01 02:34:08
u00006090,2016-05-01 02:34:28
u00005693,2016-05-01 02:35:22
u00002729,2016-05-01 02:35:38
u00006643,2016-05-01 02:35:46
u00001768,2016-05-01 02:36:01
u00006679,2016-05-01 02:37:54
u00005437,2016-05-01 02:38:30
u00001967,2016-05-01 02:38:42
u00000387,2016-05-01 02:39:33
u00007551,2016-05-01 02:40:07
u00001961,2016-05-01 02:40:08
u00003709,2016-05-01 02:42:07
u00005833,2016-05-01 02:43:34
u00001170,2016-05-01 02:43:41
u00002061,2016-05-01 02:44:34
u00006594,2016-05-01 02:44:37
u00006438,2016-05-01 02:44:49
u00006590,2016-05-01 02:46:56
u00006994,2016-05-01 02:47:12
u00005533,2016-05-01 02:47:37
u00003777,2016-05-01 02:48:08
u00001337,2016-05-01 02:48:25
u00003374,2016-05-01 02:49:06
u00003902,2016-05-01 02:50:36
u00005187,2016-05-01 02:50:56
u00001082,2016-05-01 02:51:41
u00003803,2016-05-01 02:52:32
u00006731,2016-05-01 02:52:34
u00003822,2016-05-01 02:52:45
u00006212,2016-05-01 02:52:56
u00007929,2016-05-01 02:53:22
u00006392,2016-05-01 02:53:37
u00002498,2016-05-01 02:53:44
u00001672,2016-05-01 02:54:41
u00005933,2016-05-01 02:55:05
u00002042,2016-05-01 02:55:16
u00002557,2016-05-01 02:55:21
u00003547,2016-05-01 02:55:46
u00000354,2016-05-01 02:55:54
u00005627,2016-05-01 02:56:04
u00006143,2016-05-01 02:56:21
u00005480,2016-05-01 02:56:39
u00006259,2016-05-01 02:57:09
u00004957,2016-05-01 02:57:20
u00006116,2016-05-01 02:57:54
u00000113,2016-05-01 02:58:21
u00006474,2016-05-01 02:59:19
u00004739,2016-05-01 02:59:36
u00006912,2016-05-01 02:59:37
u00003073,2016-05-01 02:59:43
u00007419,2016-05-01 03:00:05
u00006973,2016-05-01 03:00:39
u00007124,2016-05-01 03:01:52
u00008000,2016-05-01 03:02:09
u00007221,2016-05-01 03:03:58
u00007896,2016-05-01 03:04:38
u00002193,2016-05-01 03:05:15
u00007939,2016-05-01 03:06:17
u00001286,2016-05-01 03:06:40
u00006733,2016-05-01 03:07:02
u00007872,2016-05-01 03:07:21
u00005609,2016-05-01 03:07:30
u00001832,2016-05-01 03:07:56
u00004777,2016-05-01 03:08:06
u00000274,2016-05-01 03:08:22
u00007756,2016-05-01 03:08:46
u00003199,2016-05-01 03:09:13
u00000140,2016-05-01 03:09:52
u00004707,2016-05-01 03:09:53
u00005948,2016-05-01 03:10:34
u00006970,2016-05-01 03:10:41
u00002251,2016-05-01 03:12:39
u00003846,2016-05-01 03:13:15
u00005088,2016-05-01 03:13:20
u00002304,2016-05-01 03:13:41
u00007289,2016-05-01 03:14:00
u00004627,2016-05-01 03:14:25
u00006169,2016-05-01 03:14:48
u00003998,2016-05-01 03:16:10
u00004053,2016-05-01 03:17:11
u00002607,2016-05-01 03:17:18
u00001779,2016-05-01 03:17:20
u00000878,2016-05-01 03:20:18
u00000494,2016-05-01 03:22:37
u00001726,2016-05-01 03:24:15
u00001879,2016-05-01 03:25:36
u00004242,2016-05-01 03:27:50
u00001292,2016-05-01 03:28:56
u00003810,2016-05-01 03:29:05
u00003475,2016-05-01 03:29:11
u00002084,2016-05-01 03:29:37
u00005889,2016-05-01 03:29:54
u00000147,2016-05-01 03:29:57
u00002008,2016-05-01 03:30:27
u00001408,2016-05-01 03:30:43
u00001529,2016-05-01 03:32:04
u00008016,2016-05-01 03:32:07
u00004569,2016-05-01 03:32:36
u00001706,2016-05-01 03:32:39
u00001320,2016-05-01 03:33:31
u00003551,2016-05-01 03:35:10
u00004567,2016-05-01 03:35:40
u00006296,2016-05-01 03:35:52
u00005311,2016-05-01 03:36:12
u00004350,2016-05-01 03:36:34
u00001459,2016-05-01 03:37:09
u00001147,2016-05-01 03:37:11
u00004943,2016-05-01 03:37:53
u00007746,2016-05-01 03:39:10
u00000104,2016-05-01 03:39:38
u00006944,2016-05-01 03:40:09
u00005311,2016-05-01 03:40:17
u00007901,2016-05-01 03:40:19
u00003072,2016-05-01 03:41:27
u00000378,2016-05-01 03:41:38
u00000857,2016-05-01 03:42:21
u00005608,2016-05-01 03:42:51
u00004186,2016-05-01 03:45:34
u00003340,2016-05-01 03:45:53
u00006835,2016-05-01 03:46:04
u00006391,2016-05-01 03:47:59
u00000964,2016-05-01 03:50:31
u00007601,2016-05-01 03:50:32
u00006572,2016-05-01 03:50:41
u00000108,2016-05-01 03:50:56
u00000459,2016-05-01 03:51:50
u00001878,2016-05-01 03:55:46
u00007979,2016-05-01 03:55:55
u00004333,2016-05-01 03:56:57
u00000351,2016-05-01 03:58:25
u00005075,2016-05-01 03:58:49
u00007237,2016-05-01 03:58:53
u00005078,2016-05-01 03:59:04
u00003691,2016-05-01 04:00:10
u00000952,2016-05-01 04:00:36
u00005687,2016-05-01 04:01:24
u00005749,2016-05-01 04:01:37
u00000137,2016-05-01 04:01:47
u00000680,2016-05-01 04:01:56
u00005331,2016-05-01 04:02:24
u00006704,2016-05-01 04:03:07
u00005595,2016-05-01 04:03:09
u00002906,2016-05-01 04:03:41
u00006226,2016-05-01 04:03:52
u00006564,2016-05-01 04:04:37
u00001678,2016-05-01 04:04:43
u00007096,2016-05-01 04:04:55
u00001793,2016-05-01 04:05:00
u00005467,2016-05-01 04:05:33
u00005463,2016-05-01 04:05:43
u00005169,2016-05-01 04:06:23
u00006982,2016-05-01 04:06:35
u00007133,2016-05-01 04:07:27
u00000267,2016-05-01 04:07:35
u00001295,2016-05-01 04:07:54
u00004724,2016-05-01 04:09:38
u00005491,2016-05-01 04:11:56
u00003283,2016-05-01 04:12:38
u00002279,2016-05-01 04:14:13
u00005876,2016-05-01 04:15:15
u00005040,2016-05-01 04:16:01
u00007595,2016-05-01 04:16:15
u00005512,2016-05-01 04:18:39
u00003206,2016-05-01 04:18:43
u00002235,2016-05-01 04:18:54
u00001963,2016-05-01 04:20:00
u00002953,2016-05-01 04:21:04
u00004161,2016-05-01 04:21:58
u00007970,2016-05-01 04:23:23
u00003313,2016-05-01 04:25:23
u00003146,2016-05-01 04:27:18
u00007941,2016-05-01 04:27:50
u00000323,2016-05-01 04:27:56
u00001909,2016-05-01 04:28:03
u00001358,2016-05-01 04:28:06
u00007446,2016-05-01 04:28:46
u00008028,2016-05-01 04:29:22
u00001846,2016-05-01 04:29:46
u00007582,2016-05-01 04:30:50
u00003896,2016-05-01 04:33:03
u00000507,2016-05-01 04:34:10
u00007060,2016-05-01 04:35:22
u00006834,2016-05-01 04:36:14
u00007399,2016-05-01 04:36:58
u00004998,2016-05-01 04:37:02
u00004655,2016-05-01 04:37:08
u00000592,2016-05-01 04:37:34
u00004302,2016-05-01 04:37:38
u00002978,2016-05-01 04:38:24
u00004745,2016-05-01 04:38:46
u00000095,2016-05-01 04:39:19
u00002894,2016-05-01 04:40:31
u00003968,2016-05-01 04:40:47
u00007081,2016-05-01 04:41:04
u00002149,2016-05-01 04:41:30
u00002453,2016-05-01 04:41:35
u00005386,2016-05-01 04:42:05
u00003487,2016-05-01 04:42:48
u00001506,2016-05-01 04:43:09
u00006119,2016-05-01 04:45:05
u00003694,2016-05-01 04:47:28
u00007315,2016-05-01 04:47:44
u00004308,2016-05-01 04:48:00
u00002351,2016-05-01 04:48:24
u00000444,2016-05-01 04:49:55
u00003441,2016-05-01 04:50:40
u00003831,2016-05-01 04:50:43
u00002518,2016-05-01 04:50:57
u00001965,2016-05-01 04:51:06
u00001113,2016-05-01 04:51:25
u00006407,2016-05-01 04:51:26
u00002393,2016-05-01 04:54:49
u00004608,2016-05-01 04:54:56
u00005645,2016-05-01 04:55:48
u00000917,2016-05-01 04:57:35
u00004973,2016-05-01 04:58:16
u00004130,2016-05-01 04:59:05
u00007870,2016-05-01 04:59:28
u00007532,2016-05-01 04:59:47
u00006694,2016-05-01 05:00:50
u00000671,2016-05-01 05:00:57
u00001000,2016-05-01 05:01:58
u00004046,2016-05-01 05:04:01
u00002593,2016-05-01 05:04:23
u00004038,2016-05-01 05:04:36
u00007332,2016-05-01 05:05:33
u00004219,2016-05-01 05:06:04
u00006403,2016-05-01 05:06:22
u00006040,2016-05-01 05:07:47
u00006645,2016-05-01 05:08:16
u00006916,2016-05-01 05:08:22
u00001854,2016-05-01 05:08:26
u00000064,2016-05-01 05:10:37
u00004773,2016-05-01 05:12:31
u00007788,2016-05-01 05:13:01
u00003659,2016-05-01 05:13:07
u00000273,2016-05-01 05:13:09
u00003640,2016-05-01 05:13:30
u00003117,2016-05-01 05:16:24
u00001193,2016-05-01 05:16:43
u00001085,2016-05-01 05:17:10
u00008024,2016-05-01 05:17:15
u00001891,2016-05-01 05:17:18
u00001402,2016-05-01 05:18:18
u00000085,2016-05-01 05:19:43
u00000893,2016-05-01 05:20:29
u00005300,2016-05-01 05:20:30
u00003051,2016-05-01 05:20:50
u00002346,2016-05-01 05:21:15
u00006078,2016-05-01 05:21:33
u00005592,2016-05-01 05:22:58
u00004343,2016-05-01 05:23:05
u00007114,2016-05-01 05:24:57
u00002928,2016-05-01 05:26:15
u00002383,2016-05-01 05:26:30
u00001492,2016-05-01 05:27:36
u00004207,2016-05-01 05:28:04
u00007152,2016-05-01 05:28:09
u00001193,2016-05-01 05:28:34
u00007943,2016-05-01 05:28:40
u00005927,2016-05-01 05:29:37
u00000892,2016-05-01 05:29:39
u00001010,2016-05-01 05:30:25
u00000429,2016-05-01 05:30:46
u00002294,2016-05-01 05:36:06
u00003508,2016-05-01 05:39:17
u00003210,2016-05-01 05:39:53
u00007451,2016-05-01 05:39:59
u00006730,2016-05-01 05:40:07
u00000845,2016-05-01 05:40:50
u00000842,2016-05-01 05:42:12
u00002270,2016-05-01 05:46:50
u00007436,2016-05-01 05:46:57
u00005235,2016-05-01 05:47:06
u00004770,2016-05-01 05:48:21
u00000997,2016-05-01 05:48:56
u00005841,2016-05-01 05:49:53
u00003661,2016-05-01 05:51:12
u00006641,2016-05-01 05:52:28
u00001145,2016-05-01 05:53:43
u00003675,2016-05-01 05:54:27
u00006309,2016-05-01 05:55:02
u00003183,2016-05-01 05:55:09
u00004297,2016-05-01 05:56:03
u00008033,2016-05-01 05:57:29
u00004666,2016-05-01 05:57:33
u00000781,2016-05-01 05:59:18
u00006747,2016-05-01 05:59:28
u00003445,2016-05-01 06:00:06
u00006854,2016-05-01 06:00:12
u00006669,2016-05-01 06:00:35
u00004421,2016-05-01 06:02:26
u00003839,2016-05-01 06:04:07
u00001325,2016-05-01 06:04:12
u00006900,2016-05-01 06:04:34
u00005288,2016-05-01 06:05:37
u00006630,2016-05-01 06:06:52
u00007555,2016-05-01 06:07:08
u00000407,2016-05-01 06:09:09
u00005729,2016-05-01 06:09:10
u00000414,2016-05-01 06:09:48
u00003834,2016-05-01 06:09:55
u00005640,2016-05-01 06:11:48
u00007837,2016-05-01 06:11:57
u00004911,2016-05-01 06:12:30
u00000001,2016-05-01 06:13:00
u00003919,2016-05-01 06:13:19
u00004542,2016-05-01 06:14:02
u00003941,2016-05-01 06:14:23
u00007061,2016-05-01 06:14:59
u00002756,2016-05-01 06:15:16
u00000580,2016-05-01 06:16:34
u00001936,2016-05-01 06:19:53
u00000872,2016-05-01 06:19:58
u00007201,2016-05-01 06:20:53
u00003555,2016-05-01 06:21:26
u00007947,2016-05-01 06:22:06
u00006531,2016-05-01 06:23:18
u00006338,2016-05-01 06:24:48
u00005804,2016-05-01 06:25:39
u00000908,2016-05-01 06:26:55
u00001425,2016-05-01 06:27:01
u00006093,2016-05-01 06:27:05
u00001318,2016-05-01 06:28:56
u00005100,2016-05-01 06:28:58
u00004264,2016-05-01 06:29:33
u00006552,2016-05-01 06:29:37
u00003876,2016-05-01 06:29:56
u00004597,2016-05-01 06:30:08
u00007122,2016-05-01 06:31:09
u00002835,2016-05-01 06:31:59
u00001326,2016-05-01 06:32:09
u00003454,2016-05-01 06:32:14
u00006131,2016-05-01 06:34:06
u00006841,2016-05-01 06:34:42
u00006156,2016-05-01 06:35:46
u00007850,2016-05-01 06:35:47
u00000258,2016-05-01 06:41:37
u00001049,2016-05-01 06:42:00
u00005929,2016-05-01 06:43:18
u00003726,2016-05-01 06:43:58
u00007695,2016-05-01 06:44:03
u00003695,2016-05-01 06:44:31
u00007439,2016-05-01 06:44:34
u00003882,2016-05-01 06:44:55
u00006084,2016-05-01 06:47:27
u00003905,2016-05-01 06:48:29
u00003030,2016-05-01 06:51:41
u00000160,2016-05-01 06:52:35
u00003613,2016-05-01 06:53:46
u00007323,2016-05-01 06:54:45
u00006848,2016-05-01 06:58:07
u00004598,2016-05-01 06:58:15
u00003327,2016-05-01 06:58:41
u00007232,2016-05-01 06:58:43
u00006150,2016-05-01 07:00:48
u00004087,2016-05-01 07:01:10
u00006545,2016-05-01 07:01:23
u00001131,2016-05-01 07:01:50
u00006130,2016-05-01 07:02:23
u00002785,2016-05-01 07:03:26
u00006428,2016-05-01 07:03:41
u00003252,2016-05-01 07:04:07
u00003796,2016-05-01 07:04:09
u00006619,2016-05-01 07:04:33
u00004310,2016-05-01 07:05:17
u00002255,2016-05-01 07:06:06
u00003910,2016-05-01 07:08:30
u00002777,2016-05-01 07:09:02
u00003185,2016-05-01 07:09:52
u00002559,2016-05-01 07:10:34
u00004535,2016-05-01 07:11:55
u00001178,2016-05-01 07:12:20
u00000089,2016-05-01 07:16:06
u00000004,2016-05-01 07:16:12
u00000337,2016-05-01 07:16:44
u00006541,2016-05-01 07:16:58
u00005333,2016-05-01 07:17:47
u00003787,2016-05-01 07:18:08
u00001349,2016-05-01 07:18:19
u00003402,2016-05-01 07:19:22
u00007716,2016-05-01 07:20:06
u00003771,2016-05-01 07:20:44
u00002971,2016-05-01 07:20:46
u00004885,2016-05-01 07:21:29
u00001627,2016-05-01 07:23:12
u00002114,2016-05-01 07:23:49
u00005488,2016-05-01 07:25:46
u00001972,2016-05-01 07:26:21
u00004769,2016-05-01 07:26:47
u00006384,2016-05-01 07:26:52
u00006387,2016-05-01 07:27:13
u00002531,2016-05-01 07:27:26
u00002662,2016-05-01 07:27:58
u00002574,2016-05-01 07:28:35
u00006232,2016-05-01 07:28:55
u00003680,2016-05-01 07:30:57
u00001430,2016-05-01 07:31:03
u00003534,2016-05-01 07:32:18
u00006253,2016-05-01 07:32:38
u00006303,2016-05-01 07:32:39
u00005369,2016-05-01 07:34:37
u00004433,2016-05-01 07:34:46
u00007590,2016-05-01 07:35:40
u00000489,2016-05-01 07:35:58
u00003251,2016-05-01 07:38:24
u00001600,2016-05-01 07:38:37
u00003910,2016-05-01 07:39:04
u00007149,2016-05-01 07:39:40
u00005089,2016-05-01 07:39:42
u00000043,2016-05-01 07:39:54
u00002501,2016-05-01 07:40:41
u00005272,2016-05-01 07:41:30
u00003166,2016-05-01 07:41:31
u00007628,2016-05-01 07:41:56
u00004412,2016-05-01 07:42:10
u00003138,2016-05-01 07:43:17
u00004610,2016-05-01 07:43:26
u00004102,2016-05-01 07:44:37
u00005784,2016-05-01 07:44:51
u00007984,2016-05-01 07:44:54
u00007987,2016-05-01 07:45:03
u00004514,2016-05-01 07:45:06
u00004908,2016-05-01 07:45:08
u00000491,2016-05-01 07:46:42
u00000843,2016-05-01 07:47:22
u00007594,2016-05-01 07:48:04
u00007731,2016-05-01 07:48:18
u00007608,2016-05-01 07:48:58
u00001182,2016-05-01 07:49:13
u00006184,2016-05-01 07:49:18
u00000060,2016-05-01 07:49:21
u00007930,2016-05-01 07:51:01
u00002056,2016-05-01 07:51:06
u00006908,2016-05-01 07:51:16
u00003587,2016-05-01 07:51:46
u00005346,2016-05-01 07:52:00
u00005396,2016-05-01 07:52:01
u00004640,2016-05-01 07:52:49
u00002920,2016-05-01 07:54:04
u00002562,2016-05-01 07:54:19
u00004251,2016-05-01 07:54:22
u00007497,2016-05-01 07:54:34
u00004445,2016-05-01 07:54:35
u00001772,2016-05-01 07:55:44
u00000689,2016-05-01 07:56:09
u00001272,2016-05-01 07:56:35
u00003315,2016-05-01 07:56:58
u00003658,2016-05-01 07:57:02
u00005968,2016-05-01 07:57:12
u00001968,2016-05-01 07:58:19
u00003066,2016-05-01 07:58:33
u00005414,2016-05-01 07:58:53
u00006867,2016-05-01 08:00:50
u00002665,2016-05-01 08:00:55
u00000984,2016-05-01 08:01:26
u00006046,2016-05-01 08:02:24
u00000114,2016-05-01 08:03:19
u00003447,2016-05-01 08:04:26
u00000309,2016-05-01 08:05:08
u00001257,2016-05-01 08:05:13
u00006369,2016-05-01 08:05:22
u00001991,2016-05-01 08:05:23
u00000603,2016-05-01 08:05:56
u00003151,2016-05-01 08:05:57
u00001282,2016-05-01 08:06:42
u00005150,2016-05-01 08:07:03
u00003443,2016-05-01 08:08:07
u00001569,2016-05-01 08:09:04
u00007234,2016-05-01 08:09:08
u00002585,2016-05-01 08:09:33
u00004565,2016-05-01 08:09:35
u00000336,2016-05-01 08:09:44
u00000178,2016-05-01 08:09:45
u00000022,2016-05-01 08:11:05
u00002876,2016-05-01 08:12:39
u00003705,2016-05-01 08:13:26
u00004959,2016-05-01 08:14:40
u00003697,2016-05-01 08:15:08
u00007714,2016-05-01 08:15:38
u00003997,2016-05-01 08:16:41
u00001928,2016-05-01 08:17:20
u00005135,2016-05-01 08:17:48
u00002212,2016-05-01 08:17:55
u00002490,2016-05-01 08:17:56
u00004929,2016-05-01 08:17:58
u00005641,2016-05-01 08:18:03
u00004235,2016-05-01 08:18:23
u00005529,2016-05-01 08:18:35
u00007447,2016-05-01 08:18:46
u00003307,2016-05-01 08:18:55
u00005492,2016-05-01 08:21:27
u00000772,2016-05-01 08:21:35
u00005066,2016-05-01 08:21:42
u00006926,2016-05-01 08:25:44
u00006262,2016-05-01 08:27:43
u00001357,2016-05-01 08:29:00
u00000740,2016-05-01 08:29:16
u00005847,2016-05-01 08:29:24
u00005810,2016-05-01 08:30:02
u00001977,2016-05-01 08:30:49
u00007909,2016-05-01 08:32:26
u00000070,2016-05-01 08:33:55
u00007803,2016-05-01 08:35:30
u00004984,2016-05-01 08:35:31
u00006176,2016-05-01 08:35:32
u00007262,2016-05-01 08:36:24
u00002206,2016-05-01 08:36:33
u00005464,2016-05-01 08:37:13
u00007812,2016-05-01 08:37:57
u00006235,2016-05-01 08:38:01
u00007417,2016-05-01 08:40:25
u00006536,2016-05-01 08:41:08
u00003433,2016-05-01 08:41:24
u00003287,2016-05-01 08:44:24
u00007636,2016-05-01 08:45:21
u00007472,2016-05-01 08:45:57
u00001046,2016-05-01 08:46:26
u00001535,2016-05-01 08:47:19
u00003897,2016-05-01 08:47:23
u00002224,2016-05-01 08:47:36
u00003019,2016-05-01 08:47:42
u00003591,2016-05-01 08:48:25
u00001844,2016-05-01 08:48:58
u00005947,2016-05-01 08:49:28
u00005631,2016-05-01 08:50:12
u00003012,2016-05-01 08:51:00
u00004903,2016-05-01 08:51:08
u00007325,2016-05-01 08:52:47
u00007732,2016-05-01 08:53:38
u00007226,2016-05-01 08:53:58
u00003132,2016-05-01 08:57:04
u00007841,2016-05-01 08:57:07
u00005706,2016-05-01 08:58:27
u00005363,2016-05-01 08:58:37
u00001527,2016-05-01 08:59:06
u00003265,2016-05-01 08:59:45
u00004096,2016-05-01 09:00:23
u00000959,2016-05-01 09:00:48
u00007104,2016-05-01 09:01:34
u00000600,2016-05-01 09:02:11
u00007965,2016-05-01 09:02:28
u00004156,2016-05-01 09:02:43
u00007853,2016-05-01 09:02:46
u00000035,2016-05-01 09:02:57
u00002697,2016-05-01 09:03:43
u00000598,2016-05-01 09:03:54
u00008026,2016-05-01 09:06:14
u00005619,2016-05-01 09:06:40
u00002261,2016-05-01 09:08:06
u00001128,2016-05-01 09:08:27
u00002205,2016-05-01 09:08:33
u00001281,2016-05-01 09:09:32
u00001414,2016-05-01 09:09:50
u00002302,2016-05-01 09:11:02
u00005434,2016-05-01 09:11:11
u00002336,2016-05-01 09:11:55
u00005963,2016-05-01 09:12:09
u00006831,2016-05-01 09:12:27
u00006265,2016-05-01 09:13:06
u00005305,2016-05-01 09:13:07
u00000470,2016-05-01 09:13:31
u00000705,2016-05-01 09:13:42
u00003765,2016-05-01 09:13:48
u00003858,2016-05-01 09:16:19
u00005865,2016-05-01 09:16:26
u00001940,2016-05-01 09:16:27
u00002797,2016-05-01 09:16:33
u00004284,2016-05-01 09:17:36
u00004744,2016-05-01 09:18:19
u00007238,2016-05-01 09:18:31
u00006817,2016-05-01 09:19:04
u00002096,2016-05-01 09:19:44
u00004001,2016-05-01 09:19:48
u00002419,2016-05-01 09:20:24
u00006705,2016-05-01 09:20:41
u00006940,2016-05-01 09:22:10
u00006155,2016-05-01 09:24:47
u00003450,2016-05-01 09:25:36
u00006092,2016-05-01 09:26:58
u00005845,2016-05-01 09:27:26
u00003401,2016-05-01 09:28:58
u00004827,2016-05-01 09:29:34
u00007279,2016-05-01 09:29:57
u00002595,2016-05-01 09:30:00
u00006145,2016-05-01 09:30:26
u00002483,2016-05-01 09:31:03
u00007180,2016-05-01 09:31:18
u00004269,2016-05-01 09:31:23
u00002359,2016-05-01 09:31:24
u00007053,2016-05-01 09:32:43
u00006772,2016-05-01 09:33:46
u00002013,2016-05-01 09:33:59
