user_id,item_id,timestamp
u00002170,item10008,2016-05-02 00:50:35
u00000509,item10000,2016-05-02 01:20:50
u00005785,item10009,2016-05-02 01:40:42
u00001941,item10008,2016-05-02 01:54:10
u00007578,item10000,2016-05-02 01:55:18
u00000516,item10006,2016-05-02 02:12:33
u00002453,item10007,2016-05-02 02:18:51
u00005104,item10005,2016-05-02 02:18:57
u00003291,item10007,2016-05-02 02:27:25
u00003296,item10007,2016-05-02 02:40:32
u00000993,item10000,2016-05-02 02:51:23
u00002886,item10003,2016-05-02 03:09:56
u00005065,item10002,2016-05-02 03:22:37
u00001182,item10006,2016-05-02 03:33:39
u00001774,item10009,2016-05-02 04:00:23
u00000990,item10006,2016-05-02 04:06:27
u00006973,item10005,2016-05-02 04:34:31
u00007133,item10009,2016-05-02 04:34:48
u00004668,item10006,2016-05-02 04:36:51
u00000453,item10008,2016-05-02 04:45:06
u00003944,item10002,2016-05-02 05:05:54
u00000078,item10002,2016-05-02 05:22:59
u00007814,item10006,2016-05-02 05:41:39
u00007424,item10003,2016-05-02 05:49:55
u00003394,item10007,2016-05-02 06:01:56
u00004521,item10003,2016-05-02 06:41:27
u00000644,item10007,2016-05-02 06:43:19
u00006728,item10009,2016-05-02 06:46:50
u00002482,item10009,2016-05-02 06:52:06
u00004750,item10005,2016-05-02 06:53:55
u00001070,item10000,2016-05-02 06:55:38
u00003932,item10003,2016-05-02 06:59:39
u00002527,item10005,2016-05-02 07:02:40
u00005355,item10005,2016-05-02 07:39:38
u00006394,item10000,2016-05-02 07:46:17
u00000092,item10006,2016-05-02 07:58:05
u00005091,item10007,2016-05-02 08:10:35
u00001249,item10008,2016-05-02 08:17:57
u00000154,item10009,2016-05-02 08:18:08
u00005757,item10001,2016-05-02 08:23:52
u00006211,item10002,2016-05-02 08:26:09
u00003501,item10007,2016-05-02 08:58:46
u00001095,item10000,2016-05-02 09:09:29
u00004757,item10006,2016-05-02 09:13:29
u00003529,item10008,2016-05-02 09:16:10
u00005545,item10006,2016-05-02 09:28:30
u00005148,item10009,2016-05-02 09:37:46
u00005913,item10008,2016-05-02 10:25:31
u00000985,item10006,2016-05-02 10:35:21
u00003368,item10001,2016-05-02 10:46:11
u00002971,item10000,2016-05-02 10:46:47
u00004270,item10008,2016-05-02 10:48:00
u00001998,item10005,2016-05-02 11:24:05
u00005128,item10006,2016-05-02 11:25:51
u00004046,item10002,2016-05-02 11:26:18
u00001023,item10006,2016-05-02 11:43:57
u00001195,item10001,2016-05-02 11:47:48
u00002378,item10009,2016-05-02 12:01:24
u00000348,item10009,2016-05-02 12:06:01
u00000317,item10004,2016-05-02 12:10:09
u00000126,item10009,2016-05-02 12:31:40
u00007409,item10003,2016-05-02 12:38:23
u00003096,item10008,2016-05-02 12:42:10
u00000547,item10005,2016-05-02 12:55:48
u00002765,item10007,2016-05-02 13:01:23
u00007529,item10003,2016-05-02 13:26:12
u00004258,item10002,2016-05-02 13:28:53
u00005216,item10007,2016-05-02 13:37:20
u00001248,item10006,2016-05-02 13:39:43
u00000798,item10004,2016-05-02 13:53:43
u00005306,item10008,2016-05-02 13:54:32
u00001173,item10006,2016-05-02 13:56:22
u00004877,item10007,2016-05-02 13:56:28
u00008045,item10005,2016-05-02 14:42:19
u00005311,item10008,2016-05-02 14:47:30
u00004856,item10008,2016-05-02 14:49:45
u00001926,item10003,2016-05-02 14:50:34
u00005866,item10004,2016-05-02 15:27:20
u00001686,item10009,2016-05-02 15:28:18
u00004840,item10001,2016-05-02 15:31:55
u00005658,item10008,2016-05-02 15:55:11
u00002621,item10003,2016-05-02 15:55:54
u00005443,item10009,2016-05-02 15:57:31
u00003374,item10001,2016-05-02 16:06:17
u00000841,item10007,2016-05-02 16:21:01
u00006264,item10003,2016-05-02 16:22:11
u00000748,item10003,2016-05-02 16:23:27
u00005292,item10007,2016-05-02 16:29:50
u00000019,item10007,2016-05-02 16:34:42
u00007491,item10009,2016-05-02 16:37:52
u00000742,item10007,2016-05-02 16:42:17
u00003530,item10008,2016-05-02 17:03:41
u00002831,item10001,2016-05-02 17:04:00
u00001073,item10004,2016-05-02 17:27:30
u00006472,item10001,2016-05-02 17:32:46
u00007293,item10002,2016-05-02 17:41:45
u00002037,item10009,2016-05-02 17:57:15
u00001383,item10008,2016-05-02 18:04:17
u00005732,item10003,2016-05-02 18:05:10
u00007903,item10009,2016-05-02 18:31:23
u00005510,item10001,2016-05-02 18:33:29
u00005593,item10001,2016-05-02 18:47:06
u00002752,item10007,2016-05-02 18:54:06
u00007551,item10008,2016-05-02 18:55:31
u00002818,item10003,2016-05-02 19:14:53
u00005824,item10003,2016-05-02 19:25:08
u00005954,item10009,2016-05-02 19:33:40
u00001464,item10000,2016-05-02 19:37:45
u00002403,item10002,2016-05-02 19:46:06
u00003083,item10007,2016-05-02 19:47:32
u00003824,item10002,2016-05-02 19:57:42
u00005270,item10004,2016-05-02 20:01:22
u00005864,item10005,2016-05-02 20:31:41
u00005874,item10008,2016-05-02 20:32:34
u00004853,item10001,2016-05-02 20:39:10
u00001426,item10005,2016-05-02 20:52:47
u00003840,item10006,2016-05-02 21:31:14
u00000172,item10007,2016-05-02 21:36:13
u00001714,item10000,2016-05-02 21:59:07
u00003188,item10000,2016-05-02 22:05:08
u00007928,item10005,2016-05-02 22:19:35
u00006418,item10006,2016-05-02 22:43:57
u00000029,item10002,2016-05-02 22:56:32
u00006921,item10006,2016-05-02 23:09:31
u00003656,item10003,2016-05-02 23:18:36
u00003322,item10002,2016-05-03 00:08:32
u00000170,item10009,2016-05-03 00:17:17
u00007232,item10004,2016-05-03 00:18:16
u00000188,item10003,2016-05-03 00:25:59
u00005792,item10005,2016-05-03 00:31:44
u00003360,item10006,2016-05-03 00:49:32
u00000320,item10001,2016-05-03 00:53:44
u00006042,item10001,2016-05-03 01:02:32
u00007322,item10001,2016-05-03 01:19:09
u00003507,item10000,2016-05-03 01:33:09
u00005802,item10005,2016-05-03 01:36:25
u00005713,item10008,2016-05-03 01:53:14
u00006356,item10007,2016-05-03 02:00:08
u00001822,item10009,2016-05-03 02:11:14
u00004458,item10004,2016-05-03 02:16:27
u00003883,item10004,2016-05-03 02:20:04
u00006646,item10005,2016-05-03 02:51:22
u00003929,item10003,2016-05-03 03:08:35
u00005992,item10005,2016-05-03 03:13:56
u00005366,item10004,2016-05-03 03:16:49
u00002582,item10006,2016-05-03 03:24:22
u00002130,item10007,2016-05-03 03:29:00
u00002157,item10005,2016-05-03 03:30:51
u00007393,item10009,2016-05-03 03:31:30
u00001200,item10009,2016-05-03 03:47:23
u00002709,item10004,2016-05-03 03:52:26
u00001905,item10003,2016-05-03 04:20:31
u00002651,item10009,2016-05-03 04:38:49
u00002254,item10009,2016-05-03 04:58:28
u00002225,item10009,2016-05-03 05:02:22
u00007957,item10007,2016-05-03 05:03:16
u00004584,item10006,2016-05-03 05:10:14
u00000936,item10006,2016-05-03 05:19:31
u00003396,item10009,2016-05-03 05:46:47
u00006792,item10005,2016-05-03 05:53:54
u00004165,item10003,2016-05-03 05:55:17
u00007852,item10007,2016-05-03 05:56:14
u00004836,item10001,2016-05-03 06:08:42
u00002233,item10009,2016-05-03 06:12:29
u00007071,item10000,2016-05-03 06:15:01
u00007741,item10002,2016-05-03 06:15:30
u00005202,item10008,2016-05-03 06:26:20
u00006634,item10008,2016-05-03 06:38:21
u00001731,item10000,2016-05-03 06:58:27
u00006704,item10001,2016-05-03 07:05:32
u00003141,item10001,2016-05-03 07:13:59
u00002412,item10004,2016-05-03 07:22:30
u00002077,item10009,2016-05-03 07:58:26
u00002942,item10008,2016-05-03 07:58:37
u00006426,item10008,2016-05-03 08:50:35
u00000664,item10009,2016-05-03 09:07:28
u00005813,item10007,2016-05-03 09:17:06
u00000018,item10000,2016-05-03 09:30:49
u00005262,item10001,2016-05-03 09:35:50
u00002716,item10007,2016-05-03 09:45:44
u00005434,item10009,2016-05-03 09:56:50
u00002997,item10006,2016-05-03 10:01:05
u00005197,item10001,2016-05-03 10:05:30
u00001602,item10003,2016-05-03 10:07:02
u00003638,item10001,2016-05-03 10:19:15
u00007569,item10009,2016-05-03 10:27:28
u00007151,item10007,2016-05-03 10:41:45
u00000496,item10003,2016-05-03 10:52:39
u00000988,item10005,2016-05-03 10:53:17
u00002015,item10000,2016-05-03 10:59:20
u00006025,item10003,2016-05-03 11:08:05
u00005177,item10008,2016-05-03 11:14:42
u00002152,item10001,2016-05-03 11:21:48
u00000950,item10007,2016-05-03 11:22:07
u00002532,item10000,2016-05-03 11:43:01
u00007513,item10000,2016-05-03 11:58:55
u00005318,item10002,2016-05-03 12:09:11
u00006884,item10004,2016-05-03 12:11:30
u00005437,item10000,2016-05-03 12:32:09
u00006450,item10007,2016-05-03 12:42:47
u00004485,item10005,2016-05-03 12:47:49
u00003135,item10005,2016-05-03 12:55:52
u00001399,item10007,2016-05-03 12:56:39
u00001421,item10008,2016-05-03 13:00:05
u00002012,item10000,2016-05-03 13:02:54
u00004084,item10003,2016-05-03 13:09:30
u00007726,item10008,2016-05-03 13:32:00
u00005106,item10002,2016-05-03 13:45:13
u00004681,item10008,2016-05-03 13:47:54
u00004814,item10002,2016-05-03 13:56:27
u00006722,item10005,2016-05-03 14:01:07
u00000798,item10000,2016-05-03 14:08:08
u00006246,item10000,2016-05-03 14:15:00
u00000693,item10005,2016-05-03 14:15:17
u00001607,item10007,2016-05-03 14:26:12
u00004797,item10006,2016-05-03 14:33:34
u00002333,item10005,2016-05-03 14:40:22
u00002453,item10006,2016-05-03 15:04:32
u00003059,item10002,2016-05-03 15:05:04
u00003361,item10002,2016-05-03 15:08:28
u00006952,item10004,2016-05-03 15:19:22
u00005521,item10003,2016-05-03 15:24:54
u00001037,item10004,2016-05-03 15:30:01
u00003266,item10004,2016-05-03 15:35:46
u00002366,item10009,2016-05-03 15:38:38
u00003171,item10002,2016-05-03 15:40:40
u00002571,item10003,2016-05-03 15:42:50
u00007502,item10008,2016-05-03 15:58:54
u00005585,item10005,2016-05-03 16:15:07
u00001247,item10005,2016-05-03 16:15:40
u00005371,item10002,2016-05-03 16:26:19
u00001201,item10008,2016-05-03 16:27:47
u00005640,item10003,2016-05-03 16:28:00
u00006885,item10006,2016-05-03 16:40:32
u00003456,item10006,2016-05-03 17:00:53
u00003570,item10004,2016-05-03 17:07:49
u00003629,item10004,2016-05-03 17:26:42
u00000773,item10009,2016-05-03 17:51:19
u00000663,item10003,2016-05-03 18:24:40
u00002822,item10000,2016-05-03 18:33:41
u00006049,item10001,2016-05-03 18:37:41
u00002635,item10002,2016-05-03 18:42:53
u00003828,item10003,2016-05-03 18:54:10
u00003829,item10008,2016-05-03 18:57:13
u00007778,item10007,2016-05-03 19:04:31
u00007025,item10006,2016-05-03 19:19:41
u00002760,item10001,2016-05-03 19:23:13
u00003730,item10000,2016-05-03 19:27:16
u00006781,item10009,2016-05-03 19:48:40
u00004399,item10007,2016-05-03 19:51:41
u00004573,item10004,2016-05-03 19:52:08
u00001728,item10008,2016-05-03 19:52:49
u00002955,item10005,2016-05-03 19:54:29
u00002463,item10006,2016-05-03 20:08:18
u00007812,item10009,2016-05-03 20:15:22
u00007117,item10008,2016-05-03 20:40:10
u00003216,item10005,2016-05-03 20:43:56
u00006085,item10006,2016-05-03 20:48:06
u00005960,item10007,2016-05-03 20:50:46
u00002242,item10009,2016-05-03 21:13:45
u00006882,item10000,2016-05-03 21:33:20
u00003821,item10007,2016-05-03 21:49:12
u00000074,item10006,2016-05-03 21:50:36
u00003539,item10006,2016-05-03 21:54:58
u00000574,item10009,2016-05-03 21:58:36
u00002116,item10006,2016-05-03 22:02:24
u00002047,item10006,2016-05-03 22:23:07
u00003964,item10007,2016-05-03 22:25:47
u00005682,item10005,2016-05-03 22:30:22
u00005437,item10005,2016-05-03 22:32:10
u00003444,item10000,2016-05-03 22:33:34
u00004006,item10007,2016-05-03 22:43:05
u00002365,item10001,2016-05-03 22:50:06
u00007272,item10001,2016-05-03 22:52:07
u00004280,item10004,2016-05-03 22:55:09
u00004421,item10002,2016-05-03 22:58:36
u00005557,item10003,2016-05-03 23:01:46
u00005440,item10007,2016-05-03 23:03:00
u00007942,item10008,2016-05-03 23:04:36
u00003629,item10002,2016-05-03 23:04:37
u00001652,item10007,2016-05-03 23:26:30
u00005761,item10005,2016-05-03 23:32:46
u00000657,item10005,2016-05-03 23:46:25
u00006372,item10007,2016-05-03 23:53:28
u00005572,item10009,2016-05-04 00:01:42
u00006324,item10006,2016-05-04 00:06:20
u00006274,item10006,2016-05-04 00:24:15
u00004073,item10004,2016-05-04 00:35:26
u00006106,item10004,2016-05-04 00:37:07
u00006074,item10009,2016-05-04 00:58:16
u00001250,item10003,2016-05-04 01:31:13
u00007810,item10004,2016-05-04 01:53:29
u00005009,item10007,2016-05-04 02:06:37
u00001978,item10008,2016-05-04 02:25:38
u00007433,item10003,2016-05-04 02:30:11
u00002804,item10006,2016-05-04 02:33:34
u00004429,item10007,2016-05-04 02:38:02
u00007263,item10008,2016-05-04 02:42:39
u00002364,item10006,2016-05-04 02:43:37
u00006184,item10001,2016-05-04 02:45:42
u00005170,item10009,2016-05-04 03:00:13
u00005692,item10000,2016-05-04 03:06:18
u00003776,item10007,2016-05-04 03:16:41
u00006541,item10008,2016-05-04 03:18:06
u00001757,item10008,2016-05-04 03:25:43
u00005135,item10001,2016-05-04 03:34:09
u00000531,item10003,2016-05-04 03:35:08
u00007774,item10001,2016-05-04 03:37:15
u00004766,item10003,2016-05-04 03:42:03
u00005891,item10003,2016-05-04 03:43:47
u00005897,item10005,2016-05-04 03:51:11
u00001694,item10001,2016-05-04 03:56:42
u00000165,item10000,2016-05-04 04:36:39
u00002447,item10004,2016-05-04 04:59:32
u00005846,item10002,2016-05-04 05:01:21
u00001693,item10002,2016-05-04 05:28:43
u00005470,item10005,2016-05-04 05:40:50
u00007962,item10001,2016-05-04 05:47:19
u00002236,item10008,2016-05-04 05:55:22
u00000500,item10002,2016-05-04 06:01:14
u00001983,item10007,2016-05-04 06:27:32
u00003839,item10000,2016-05-04 06:27:52
u00002966,item10005,2016-05-04 06:45:44
u00002750,item10007,2016-05-04 06:48:53
u00000088,item10000,2016-05-04 06:51:43
u00004506,item10000,2016-05-04 06:57:49
u00000133,item10007,2016-05-04 07:00:44
u00007369,item10007,2016-05-04 07:06:20
u00002577,item10005,2016-05-04 07:58:09
u00003257,item10003,2016-05-04 08:03:00
u00006050,item10004,2016-05-04 08:04:29
u00002734,item10001,2016-05-04 08:05:35
u00000252,item10008,2016-05-04 08:16:39
u00003952,item10002,2016-05-04 08:25:55
u00005424,item10001,2016-05-04 08:34:55
u00002765,item10002,2016-05-04 08:43:20
u00002668,item10003,2016-05-04 08:45:13
u00000013,item10008,2016-05-04 08:46:33
u00007473,item10009,2016-05-04 09:25:33
u00004777,item10003,2016-05-04 09:29:24
u00004983,item10002,2016-05-04 09:54:33
u00007244,item10006,2016-05-04 10:07:48
u00000782,item10006,2016-05-04 10:35:02
u00005608,item10000,2016-05-04 10:43:30
u00002897,item10007,2016-05-04 10:49:08
u00000951,item10003,2016-05-04 10:49:31
u00004661,item10000,2016-05-04 10:57:52
u00001817,item10005,2016-05-04 11:05:04
u00001974,item10000,2016-05-04 11:09:16
u00002648,item10008,2016-05-04 11:19:09
u00007319,item10005,2016-05-04 11:20:21
u00002239,item10001,2016-05-04 11:49:28
u00005589,item10008,2016-05-04 11:51:31
u00000141,item10008,2016-05-04 12:07:42
u00004993,item10000,2016-05-04 12:28:27
u00006741,item10006,2016-05-04 12:29:16
u00004025,item10004,2016-05-04 12:29:21
u00004589,item10009,2016-05-04 12:39:58
u00000920,item10003,2016-05-04 12:44:54
u00003795,item10000,2016-05-04 12:50:27
u00001208,item10009,2016-05-04 12:51:45
u00006641,item10009,2016-05-04 12:59:15
u00006579,item10007,2016-05-04 13:06:09
u00003024,item10004,2016-05-04 13:30:44
u00002487,item10004,2016-05-04 13:35:10
u00001469,item10008,2016-05-04 13:42:36
u00007462,item10005,2016-05-04 14:03:11
u00005724,item10006,2016-05-04 14:06:12
u00005919,item10009,2016-05-04 14:15:13
u00004375,item10002,2016-05-04 14:20:22
u00007239,item10005,2016-05-04 14:22:41
u00001590,item10000,2016-05-04 14:29:19
u00007914,item10005,2016-05-04 15:16:59
u00002675,item10009,2016-05-04 15:23:05
u00003745,item10002,2016-05-04 15:33:35
u00003931,item10008,2016-05-04 15:44:20
u00000721,item10005,2016-05-04 15:46:35
u00001965,item10003,2016-05-04 15:55:40
u00005012,item10006,2016-05-04 16:29:15
u00000674,item10003,2016-05-04 16:31:02
u00001569,item10008,2016-05-04 16:37:27
u00003443,item10002,2016-05-04 16:38:44
u00003739,item10003,2016-05-04 16:56:16
u00007181,item10004,2016-05-04 16:57:24
u00000153,item10007,2016-05-04 17:07:18
u00005210,item10006,2016-05-04 17:16:57
u00002417,item10002,2016-05-04 17:52:24
u00007812,item10003,2016-05-04 18:10:48
u00005772,item10007,2016-05-04 18:11:45
u00005119,item10007,2016-05-04 18:26:07
u00003936,item10005,2016-05-04 18:41:14
u00004171,item10001,2016-05-04 18:48:35
u00003717,item10002,2016-05-04 19:17:40
u00002086,item10002,2016-05-04 19:21:58
u00002103,item10002,2016-05-04 19:24:42
u00000277,item10005,2016-05-04 19:25:30
u00003444,item10003,2016-05-04 19:40:26
u00004868,item10006,2016-05-04 19:53:56
u00006138,item10001,2016-05-04 20:14:59
u00003621,item10008,2016-05-04 20:30:21
u00007320,item10004,2016-05-04 20:33:21
u00002153,item10008,2016-05-04 20:36:02
u00004804,item10007,2016-05-04 20:40:13
u00006129,item10008,2016-05-04 21:00:22
u00008019,item10009,2016-05-04 21:01:00
u00002424,item10005,2016-05-04 21:02:26
u00005377,item10004,2016-05-04 21:09:53
u00006174,item10003,2016-05-04 21:24:13
u00002958,item10007,2016-05-04 21:30:52
u00002085,item10007,2016-05-04 21:34:58
u00004259,item10007,2016-05-04 21:35:55
u00003249,item10008,2016-05-04 21:40:50
u00001472,item10002,2016-05-04 21:47:14
u00006878,item10007,2016-05-04 21:47:52
u00007204,item10008,2016-05-04 21:52:56
u00004112,item10009,2016-05-04 22:17:29
u00005141,item10006,2016-05-04 22:33:30
u00006059,item10008,2016-05-04 22:36:46
u00002758,item10000,2016-05-04 22:37:21
u00002921,item10006,2016-05-04 22:42:45
u00001250,item10003,2016-05-04 22:49:37
u00004108,item10007,2016-05-04 22:50:19
u00001376,item10007,2016-05-04 22:57:59
u00005640,item10003,2016-05-04 22:58:21
u00006136,item10003,2016-05-04 23:11:19
u00005776,item10006,2016-05-04 23:27:03
u00005151,item10003,2016-05-04 23:27:48
u00002553,item10006,2016-05-04 23:38:43
u00005477,item10002,2016-05-04 23:47:26
u00003047,item10002,2016-05-05 00:33:30
u00003963,item10001,2016-05-05 00:35:44
u00002249,item10007,2016-05-05 00:40:41
u00003129,item10007,2016-05-05 00:41:09
u00005069,item10001,2016-05-05 00:44:30
u00003480,item10008,2016-05-05 00:59:55
u00005743,item10005,2016-05-05 01:01:29
u00002544,item10004,2016-05-05 01:04:46
u00001240,item10002,2016-05-05 01:06:54
u00005565,item10003,2016-05-05 01:23:42
u00000949,item10005,2016-05-05 01:27:57
u00002562,item10009,2016-05-05 01:31:58
u00001624,item10008,2016-05-05 01:50:22
u00001649,item10004,2016-05-05 01:52:56
u00006797,item10003,2016-05-05 02:41:46
u00007104,item10005,2016-05-05 02:52:22
u00000547,item10006,2016-05-05 02:52:37
u00005917,item10006,2016-05-05 02:56:52
u00004054,item10008,2016-05-05 02:56:54
u00004525,item10001,2016-05-05 03:10:43
u00006572,item10009,2016-05-05 03:11:27
u00003403,item10002,2016-05-05 03:20:11
u00000772,item10004,2016-05-05 03:53:25
u00001121,item10002,2016-05-05 04:01:42
u00003869,item10003,2016-05-05 04:10:13
u00001477,item10002,2016-05-05 04:14:49
u00000147,item10005,2016-05-05 04:27:09
u00005826,item10007,2016-05-05 04:27:16
u00007561,item10005,2016-05-05 04:29:10
u00005010,item10000,2016-05-05 04:48:09
u00001509,item10006,2016-05-05 05:04:25
u00007251,item10006,2016-05-05 05:09:35
u00003663,item10007,2016-05-05 05:25:26
u00000804,item10008,2016-05-05 05:40:43
u00004552,item10004,2016-05-05 06:04:53
u00005190,item10005,2016-05-05 06:07:17
u00001698,item10008,2016-05-05 06:19:52
u00002469,item10003,2016-05-05 06:26:38
u00004746,item10002,2016-05-05 06:39:27
u00003506,item10001,2016-05-05 07:36:34
u00005506,item10000,2016-05-05 07:41:07
u00002904,item10006,2016-05-05 07:43:35
u00002099,item10003,2016-05-05 07:49:39
u00004211,item10000,2016-05-05 08:03:42
u00004819,item10000,2016-05-05 08:14:45
u00002721,item10005,2016-05-05 08:27:34
u00003757,item10006,2016-05-05 08:30:50
u00007523,item10001,2016-05-05 08:41:51
u00002422,item10002,2016-05-05 08:57:14
u00001263,item10009,2016-05-05 09:02:56
u00001407,item10005,2016-05-05 09:18:56
u00001834,item10007,2016-05-05 09:21:54
u00005205,item10002,2016-05-05 09:30:20
u00007818,item10006,2016-05-05 09:41:07
u00007226,item10006,2016-05-05 09:43:45
u00000503,item10005,2016-05-05 09:59:17
u00001429,item10002,2016-05-05 10:10:56
u00002200,item10002,2016-05-05 10:16:06
u00002346,item10004,2016-05-05 10:25:57
u00005670,item10008,2016-05-05 10:40:59
u00000632,item10002,2016-05-05 10:49:31
u00002619,item10007,2016-05-05 10:58:15
u00002824,item10005,2016-05-05 11:03:10
u00002999,item10003,2016-05-05 11:07:41
u00004476,item10007,2016-05-05 11:08:44
u00004258,item10002,2016-05-05 11:26:27
u00006445,item10003,2016-05-05 11:31:23
u00006459,item10004,2016-05-05 11:41:54
u00007183,item10006,2016-05-05 11:53:21
u00004528,item10006,2016-05-05 11:56:15
u00004265,item10007,2016-05-05 12:13:33
u00003172,item10001,2016-05-05 12:17:47
u00006917,item10000,2016-05-05 12:32:57
u00001206,item10005,2016-05-05 12:34:05
u00005916,item10001,2016-05-05 12:37:49
u00005720,item10000,2016-05-05 12:47:22
u00007431,item10007,2016-05-05 13:02:27
u00003076,item10002,2016-05-05 13:11:06
u00005759,item10006,2016-05-05 13:22:56
u00003894,item10002,2016-05-05 13:31:06
u00004292,item10009,2016-05-05 13:40:58
u00001878,item10006,2016-05-05 13:43:36
u00004296,item10007,2016-05-05 13:44:25
u00006516,item10006,2016-05-05 13:54:44
u00000860,item10000,2016-05-05 14:04:34
u00001317,item10005,2016-05-05 14:04:48
u00001605,item10007,2016-05-05 14:05:37
u00000114,item10003,2016-05-05 14:13:47
u00005636,item10008,2016-05-05 14:19:49
u00007189,item10008,2016-05-05 14:21:28
u00001373,item10008,2016-05-05 14:37:25
u00002340,item10004,2016-05-05 14:44:42
u00003755,item10004,2016-05-05 14:50:03
u00004888,item10005,2016-05-05 15:02:34
u00005929,item10001,2016-05-05 15:04:07
u00007730,item10008,2016-05-05 15:10:25
u00006240,item10002,2016-05-05 15:17:33
u00002691,item10006,2016-05-05 15:30:57
u00002379,item10000,2016-05-05 15:50:01
u00004826,item10003,2016-05-05 16:13:23
u00006259,item10006,2016-05-05 16:22:10
u00000668,item10009,2016-05-05 16:23:30
u00003891,item10002,2016-05-05 16:35:07
u00006833,item10001,2016-05-05 16:45:29
u00001528,item10008,2016-05-05 17:49:03
u00000162,item10004,2016-05-05 17:58:22
u00005668,item10002,2016-05-05 18:07:53
u00003737,item10009,2016-05-05 18:21:57
u00005336,item10009,2016-05-05 18:24:12
u00000687,item10009,2016-05-05 18:34:10
u00003644,item10005,2016-05-05 18:40:10
u00003762,item10009,2016-05-05 18:44:45
u00003310,item10003,2016-05-05 18:58:03
u00006486,item10003,2016-05-05 18:59:39
u00001608,item10004,2016-05-05 19:03:24
u00003798,item10002,2016-05-05 19:10:22
u00000841,item10000,2016-05-05 19:13:13
u00001309,item10000,2016-05-05 19:17:42
